paper_id,token,task,round,stratum,chars,text_notes,outcome,detail,attempt,exit_code,duration_seconds,request_id,session_id,claude_code_version,reported_model,duration_ms,duration_api_ms,ttft_ms,num_turns,stop_reason,terminal_reason,input_tokens,output_tokens,cache_read_input_tokens,cache_creation_input_tokens,billed_input_tokens,total_cost_usd,service_tier,speed,inference_geo,fast_mode_state,context_window,max_output_tokens,permission_denials
BR4Y6FSS,e9933e791ab4fd95,data_analysis,1,survivor,49294,,ok,,1,0,3.75,req_011CeVNgyq87GqVQAfKqCkJq,4e652ea2-a395-40e7-90bc-8056b58254dc,2.1.197,claude-sonnet-5,2347,3597,2244,1,end_turn,completed,1,114,0,24367,24368,0.166545,standard,standard,,off,,,0
SH5J2R2J,e169ec9c6c213959,data_analysis,1,survivor,56113,,ok,,1,0,8.81,req_011CeVNgd8gH1yLn2rzE6E1x,f2a6d37a-2a38-4aa8-9ce1-f822e82a0a4e,2.1.197,claude-sonnet-5,7467,8669,6484,1,end_turn,completed,1,502,0,27003,27004,0.19049,standard,standard,,off,,,0
UPVYYFVQ,549341cf57cfb1f2,data_analysis,1,survivor,108489,,ok,,1,0,41.88,req_011CeVNeHf6HyNoatWo7nseR,0c2dc555-fad5-412a-a3ef-e765051e6f73,2.1.197,claude-sonnet-5,40411,42056,39679,1,end_turn,completed,1,3697,0,59181,59182,0.461036,standard,standard,,off,,,0
L8CPLJYW,c2645f2e6c282537,data_analysis,1,survivor,56303,,ok,,1,0,6.11,req_011CeVNhGWUKgaktEH7iJNko,792122c6-6a50-44a7-94c2-c9aee9cdb5b7,2.1.197,claude-sonnet-5,4898,6109,4311,1,end_turn,completed,1,380,0,25906,25907,0.180559,standard,standard,,off,,,0
IPR6QU8P,d4711f12b5c7c0a1,data_analysis,1,survivor,55690,,ok,,1,0,19.66,req_011CeVNgQtE1FME9mzwxh87t,32d73c7e-5766-40d5-a032-ae634ab95008,2.1.197,claude-sonnet-5,18294,19333,17411,1,end_turn,completed,1,1607,0,29145,29146,0.222321,standard,standard,,off,,,0
TBFRUAMD,04aaf068b2d288e8,data_analysis,1,survivor,74621,,ok,,1,0,7.36,req_011CeVNhMX6iHZ3xQhezCpCt,e3b97dc4-6b7f-4b3d-bf74-8acf7447f0c2,2.1.197,claude-sonnet-5,6086,7506,5271,1,end_turn,completed,1,531,0,34033,34034,0.237473,standard,standard,,off,,,0
TGSIADX6,e77b8cb93e33e8f1,data_analysis,1,survivor,47354,,ok,,1,0,16.08,req_011CeVNgwJpWakXnPFdA3krZ,9f59b6c3-8d80-49cd-a336-bfc8de99bff9,2.1.197,claude-sonnet-5,14772,15976,14145,1,end_turn,completed,1,1238,0,21854,21855,0.165935,standard,standard,,off,,,0
DCYTWR4N,c85a934c6877467d,data_analysis,1,survivor,33338,,ok,,1,0,3.75,req_011CeVNhrNBbksxHbwmUthw7,c8550419-daeb-49a4-add2-697a8ce3d70f,2.1.197,claude-sonnet-5,2445,3580,2422,1,end_turn,completed,1,124,0,17590,17591,0.12055700000000001,standard,standard,,off,,,0
72N55PAH,fe802c47a4b29a9a,data_analysis,1,survivor,49491,,ok,,1,0,7.67,req_011CeVNhtwDNFnapVzp3sGW7,a3426088-ae7e-4582-9a50-22ed6e104adf,2.1.197,claude-sonnet-5,6345,7560,5877,1,end_turn,completed,1,567,0,24563,24564,0.174677,standard,standard,,off,,,0
26LDPI8G,1cba7016b783234c,data_analysis,1,survivor,53389,,ok,,1,0,17.86,req_011CeVNhFNWXzs2XscBwH4Dr,58c672cb-c919-46e2-a997-919b540f46df,2.1.197,claude-sonnet-5,16223,17555,15337,1,end_turn,completed,1,1489,0,25949,25950,0.197861,standard,standard,,off,,,0
BW2B5H9P,e04164d2f05a8a17,data_analysis,1,survivor,40164,,ok,,1,0,11.33,req_011CeVNhkRzZ7bqmxTfxzzFV,47545d30-0103-4d58-9fb5-81b5f7483312,2.1.197,claude-sonnet-5,9741,10888,9113,1,end_turn,completed,1,892,0,19480,19481,0.14457000000000003,standard,standard,,off,,,0
9DKJKFAS,716a76d24f19eab5,data_analysis,1,survivor,88330,,process_failure,,1,1,1.67,req_011CeVNiZ4uYDoqXBhH4VXeW,4f55523a-dd45-4d1d-8373-46fdcee87389,2.1.197,claude-sonnet-5,371,0,,1,stop_sequence,completed,0,0,0,0,0,0,standard,standard,,off,,,0
H7N83IW2,2465146465a02b96,data_analysis,1,survivor,47691,,process_failure,,1,1,1.76,req_011CeVNiaDcJsSfAEZLsMuvJ,6a6c7fbe-7055-45be-8bf0-e7100a790d4c,2.1.197,claude-sonnet-5,411,0,,1,stop_sequence,completed,0,0,0,0,0,0,standard,standard,,off,,,0
LU33978L,202f752f7168e07d,data_analysis,1,survivor,54250,,process_failure,,1,1,1.91,req_011CeVNihB4g8HJ1yB64yMwL,5651a57d-d09a-4868-ba37-0c9f32e8b684,2.1.197,claude-sonnet-5,464,0,,1,stop_sequence,completed,0,0,0,0,0,0,standard,standard,,off,,,0
TEXLFQSL,60777238b56b391b,data_analysis,1,survivor,63992,,process_failure,,1,1,1.77,req_011CeVNihURYeDDqFMsK1fBF,a3fff4db-b177-4924-a080-a7ec17e56b6b,2.1.197,claude-sonnet-5,429,0,,1,stop_sequence,completed,0,0,0,0,0,0,standard,standard,,off,,,0
VMHXT33Z,0a6624288662b82f,data_analysis,1,survivor,57782,,process_failure,,1,1,1.66,req_011CeVNipVbruMPz9F9LUz5y,82ce9cc8-61a2-46c3-9b15-81b1aadefdaf,2.1.197,claude-sonnet-5,416,0,,1,stop_sequence,completed,0,0,0,0,0,0,standard,standard,,off,,,0
JCPBMIPX,1b0f08d7f2e0e292,data_analysis,1,survivor,51103,,process_failure,,1,1,1.62,req_011CeVNipaKAf6vC9tFFYAm3,a3445ac0-f1a2-4765-88bc-4bc7142c6bfd,2.1.197,claude-sonnet-5,401,0,,1,stop_sequence,completed,0,0,0,0,0,0,standard,standard,,off,,,0
WD74R75C,301beac710746f5e,data_analysis,1,survivor,51441,,ok,,1,0,7.5,req_011CeVNiV6HkutshVATkXvRY,793549a5-5e07-4b88-93c2-ad02bf942db9,2.1.197,claude-sonnet-5,5912,7061,5204,1,end_turn,completed,1,562,0,25721,25722,0.182597,standard,standard,,off,,,0
U7PLGE75,b70e7ccf2748d710,data_analysis,1,survivor,51246,,process_failure,,1,1,1.66,req_011CeVNiwjRGSrMx1MmXGYyR,acf02871-c32a-42e2-9733-c328d266602d,2.1.197,claude-sonnet-5,373,0,,1,stop_sequence,completed,0,0,0,0,0,0,standard,standard,,off,,,0
FEHWGZSQ,9617fe258481159b,data_analysis,1,survivor,73304,,process_failure,,1,1,1.7,req_011CeVNiwdifUPH1Uk1dFNdu,d9e50da1-cfd8-470c-8120-d8b7f9c8922e,2.1.197,claude-sonnet-5,422,0,,1,stop_sequence,completed,0,0,0,0,0,0,standard,standard,,off,,,0
84YU8UCD,de962d6e23c7cdfa,data_analysis,1,survivor,65279,,ok,,1,0,14.05,req_011CeVNi8MMt18sCWr6oR65e,55cc11c7-c6d5-4edb-bca6-0f049b4ec1d4,2.1.197,claude-sonnet-5,12742,14125,12048,1,end_turn,completed,1,1252,0,32050,32051,0.23550400000000002,standard,standard,,off,,,0
UMV6NC2L,ec534681bce15607,data_analysis,1,survivor,74924,,ok,,1,0,18.53,req_011CeVNi8WngCdcgVa6fqbgK,fbbc2a4b-c13e-4d4d-b9c7-19a0d2da6596,2.1.197,claude-sonnet-5,17184,18614,16341,1,end_turn,completed,1,1612,0,33458,33459,0.24932700000000002,standard,standard,,off,,,0
7M6ST2JQ,3cc1671d0ae04b82,data_analysis,1,survivor,51879,,ok,,1,0,58.56,req_011CeVNhFir3hwUdJpdAYGrZ,57790f19-e82e-42db-b8d8-7f6eb3c1a97a,2.1.197,claude-sonnet-5,57360,58623,56729,1,end_turn,completed,1,5541,0,26051,26052,0.259988,standard,standard,,off,,,0
