paper_id,token,task,round,promptbook_version,model,attempt,exit_code,duration_seconds,raw_path,started_at
4GUDDLNQ,0d558e0506ae8f18,data_analysis,1,v1,claude-sonnet-5,1,0,7.86,results\04_classification\raw\data_analysis_r1\0d558e0506ae8f18.attempt1.jsonl,2026-08-28T15:21:39+00:00
LGEECHQM,69f00d076e84fc56,data_analysis,1,v1,claude-sonnet-5,1,0,25.94,results\04_classification\raw\data_analysis_r1\69f00d076e84fc56.attempt1.jsonl,2026-08-28T15:21:41+00:00
C69UAKKB,582bef741ddfb7f0,data_analysis,1,v1,claude-sonnet-5,1,0,12.84,results\04_classification\raw\data_analysis_r1\582bef741ddfb7f0.attempt1.jsonl,2026-08-28T15:21:42+00:00
BLWKH6C8,bf7bee3b070b5a78,data_analysis,1,v1,claude-sonnet-5,1,0,22.36,results\04_classification\raw\data_analysis_r1\bf7bee3b070b5a78.attempt1.jsonl,2026-08-28T15:21:44+00:00
WY9D5UIK,0e4674b4982c6432,data_analysis,1,v1,claude-sonnet-5,1,0,4.12,results\04_classification\raw\data_analysis_r1\0e4674b4982c6432.attempt1.jsonl,2026-08-28T15:21:45+00:00
B3KTU9TU,c2ae50403d9efd69,data_analysis,1,v1,claude-sonnet-5,1,0,8.2,results\04_classification\raw\data_analysis_r1\c2ae50403d9efd69.attempt1.jsonl,2026-08-28T15:21:48+00:00
SGCHKJTH,551d60abf25ad16a,data_analysis,1,v1,claude-sonnet-5,1,0,8.25,results\04_classification\raw\data_analysis_r1\551d60abf25ad16a.attempt1.jsonl,2026-08-28T15:21:51+00:00
DFJE8ALD,54aa813a638e3b03,data_analysis,1,v1,claude-sonnet-5,1,0,6.83,results\04_classification\raw\data_analysis_r1\54aa813a638e3b03.attempt1.jsonl,2026-08-28T15:21:51+00:00
9LTSBSEE,8493ad6bac619aa7,data_analysis,1,v1,claude-sonnet-5,1,0,10.06,results\04_classification\raw\data_analysis_r1\8493ad6bac619aa7.attempt1.jsonl,2026-08-28T15:21:55+00:00
FHVQQIX3,fa7167f333f217ef,data_analysis,1,v1,claude-sonnet-5,1,0,24.06,results\04_classification\raw\data_analysis_r1\fa7167f333f217ef.attempt1.jsonl,2026-08-28T15:21:56+00:00
UHEKLJLC,14965f46c7d71011,data_analysis,1,v1,claude-sonnet-5,1,0,7.86,results\04_classification\raw\data_analysis_r1\14965f46c7d71011.attempt1.jsonl,2026-08-28T15:21:59+00:00
BR4Y6FSS,e9933e791ab4fd95,data_analysis,1,v1,claude-sonnet-5,1,0,3.75,results\04_classification\raw\data_analysis_r1\e9933e791ab4fd95.attempt1.jsonl,2026-08-28T15:21:59+00:00
SH5J2R2J,e169ec9c6c213959,data_analysis,1,v1,claude-sonnet-5,1,0,8.81,results\04_classification\raw\data_analysis_r1\e169ec9c6c213959.attempt1.jsonl,2026-08-28T15:22:00+00:00
UPVYYFVQ,549341cf57cfb1f2,data_analysis,1,v1,claude-sonnet-5,1,0,41.88,results\04_classification\raw\data_analysis_r1\549341cf57cfb1f2.attempt1.jsonl,2026-08-28T15:22:01+00:00
L8CPLJYW,c2645f2e6c282537,data_analysis,1,v1,claude-sonnet-5,1,0,6.11,results\04_classification\raw\data_analysis_r1\c2645f2e6c282537.attempt1.jsonl,2026-08-28T15:22:06+00:00
IPR6QU8P,d4711f12b5c7c0a1,data_analysis,1,v1,claude-sonnet-5,1,0,19.66,results\04_classification\raw\data_analysis_r1\d4711f12b5c7c0a1.attempt1.jsonl,2026-08-28T15:22:07+00:00
TBFRUAMD,04aaf068b2d288e8,data_analysis,1,v1,claude-sonnet-5,1,0,7.36,results\04_classification\raw\data_analysis_r1\04aaf068b2d288e8.attempt1.jsonl,2026-08-28T15:22:08+00:00
TGSIADX6,e77b8cb93e33e8f1,data_analysis,1,v1,claude-sonnet-5,1,0,16.08,results\04_classification\raw\data_analysis_r1\e77b8cb93e33e8f1.attempt1.jsonl,2026-08-28T15:22:11+00:00
DCYTWR4N,c85a934c6877467d,data_analysis,1,v1,claude-sonnet-5,1,0,3.75,results\04_classification\raw\data_analysis_r1\c85a934c6877467d.attempt1.jsonl,2026-08-28T15:22:11+00:00
72N55PAH,fe802c47a4b29a9a,data_analysis,1,v1,claude-sonnet-5,1,0,7.67,results\04_classification\raw\data_analysis_r1\fe802c47a4b29a9a.attempt1.jsonl,2026-08-28T15:22:16+00:00
26LDPI8G,1cba7016b783234c,data_analysis,1,v1,claude-sonnet-5,1,0,17.86,results\04_classification\raw\data_analysis_r1\1cba7016b783234c.attempt1.jsonl,2026-08-28T15:22:17+00:00
BW2B5H9P,e04164d2f05a8a17,data_analysis,1,v1,claude-sonnet-5,1,0,11.33,results\04_classification\raw\data_analysis_r1\e04164d2f05a8a17.attempt1.jsonl,2026-08-28T15:22:17+00:00
9DKJKFAS,716a76d24f19eab5,data_analysis,1,v1,claude-sonnet-5,1,1,1.67,results\04_classification\raw\data_analysis_r1\716a76d24f19eab5.attempt1.jsonl,2026-08-28T15:22:19+00:00
H7N83IW2,2465146465a02b96,data_analysis,1,v1,claude-sonnet-5,1,1,1.76,results\04_classification\raw\data_analysis_r1\2465146465a02b96.attempt1.jsonl,2026-08-28T15:22:19+00:00
LU33978L,202f752f7168e07d,data_analysis,1,v1,claude-sonnet-5,1,1,1.91,results\04_classification\raw\data_analysis_r1\202f752f7168e07d.attempt1.jsonl,2026-08-28T15:22:21+00:00
TEXLFQSL,60777238b56b391b,data_analysis,1,v1,claude-sonnet-5,1,1,1.77,results\04_classification\raw\data_analysis_r1\60777238b56b391b.attempt1.jsonl,2026-08-28T15:22:21+00:00
VMHXT33Z,0a6624288662b82f,data_analysis,1,v1,claude-sonnet-5,1,1,1.66,results\04_classification\raw\data_analysis_r1\0a6624288662b82f.attempt1.jsonl,2026-08-28T15:22:22+00:00
JCPBMIPX,1b0f08d7f2e0e292,data_analysis,1,v1,claude-sonnet-5,1,1,1.62,results\04_classification\raw\data_analysis_r1\1b0f08d7f2e0e292.attempt1.jsonl,2026-08-28T15:22:22+00:00
WD74R75C,301beac710746f5e,data_analysis,1,v1,claude-sonnet-5,1,0,7.5,results\04_classification\raw\data_analysis_r1\301beac710746f5e.attempt1.jsonl,2026-08-28T15:22:23+00:00
U7PLGE75,b70e7ccf2748d710,data_analysis,1,v1,claude-sonnet-5,1,1,1.66,results\04_classification\raw\data_analysis_r1\b70e7ccf2748d710.attempt1.jsonl,2026-08-28T15:22:24+00:00
FEHWGZSQ,9617fe258481159b,data_analysis,1,v1,claude-sonnet-5,1,1,1.7,results\04_classification\raw\data_analysis_r1\9617fe258481159b.attempt1.jsonl,2026-08-28T15:22:24+00:00
84YU8UCD,de962d6e23c7cdfa,data_analysis,1,v1,claude-sonnet-5,1,0,14.05,results\04_classification\raw\data_analysis_r1\de962d6e23c7cdfa.attempt1.jsonl,2026-08-28T15:22:25+00:00
UMV6NC2L,ec534681bce15607,data_analysis,1,v1,claude-sonnet-5,1,0,18.53,results\04_classification\raw\data_analysis_r1\ec534681bce15607.attempt1.jsonl,2026-08-28T15:22:30+00:00
7M6ST2JQ,3cc1671d0ae04b82,data_analysis,1,v1,claude-sonnet-5,1,0,58.56,results\04_classification\raw\data_analysis_r1\3cc1671d0ae04b82.attempt1.jsonl,2026-08-28T15:22:58+00:00
